Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
333	KIC10079226	1.147	0.0470106370941726	0.0460977222864644	1.158	0.0170880074906351	0.0170880074906351	6078	50	50	1.666	0.139281472396433	0.139281472396433	0.106	0.099	0.099	4.37	0.00761577310586391	0.00761577310586391	0.7383	0.0103502359876478	0.0104257321085859	3.8099872	MS	F	NA	serenelli17	4.05877765390746	1.47564831525346	0.822639025995393	8.36023243676071	A
334	KIC10081026	1.354	0.0781024967590666	0.0744043009509531	2.341	0.0922821759604746	0.0862844134244418	6503	61	61	10.56	0.966112970046765	0.966112970046765	-0.244	0.101	0.101	3.83	0.0223606797749979	0.0223606797749979	0.1052	0.00860655151614164	0.00831776610635332	3.5313997	MS	F	NA	serenelli17	5.63171335709083	3.81389554431688	0.938028602183608	9.14879706483679	A
335	KIC10088136	1.329	0.217635015565051	0.220204450454572	3.414	0.281753438310875	0.284429253066558	5301	83	83	8.371	0.782650863700183	0.782650863700183	-0.4	0.102	0.102	3.493	0.0271661554144122	0.0291547594742265	0.03324	0.00407819690549635	0.0038015168025408	4.3193107	PMS	G	NA	serenelli17	16.4725156516036	8.29207222286808	1.56574231277118	9.34955039660952	A
336	KIC10118942	1.184	0.0617170964968379	0.0609590026165127	2.14	0.0608358446970205	0.0599332962550868	6362	61	61	6.26	0.57991786244829	0.57991786244829	-0.325	0.0721110255092798	0.0721110255092798	3.85	0.0164924225024706	0.0164924225024706	0.1207	0.0070733940933614	0.00691513875493471	3.6238252	MS	F	p	serenelli17	5.18057850985433	2.82170890075017	0.95881798176674	9.26386361738483	A
337	KIC10129349	1.381	0.0578013840664737	0.0570087712549569	1.534	0.041146081222882	0.0393573373083089	6699	56	56	4.248	0.367732674870185	0.367732674870185	0.045	0.1	0.1	4.206	0.0177200451466694	0.0177200451466694	0.3817	0.0191729513638355	0.0191634382092567	3.4029217	MS	F	NA	serenelli17	4.15677607970422	2.62397061705316	0.83594566353187	8.65660722387442	A
338	KIC10130724	0.85	0.15	0.09	1.08	0.06	0.04	5648	70	70	4.802	1.39168643856667	1.39168643856667	0.32	0.15	0.15	4.306	0.022	0.016	0.6827	0.0216	0.0209	4.0918522	MS	G	NA	C14sdss	14.1176470588235	4.62962962962963	1.23937677053824	28.9813918901848	A
339	KIC10130853	1.273	0.0778973683766018	0.0761577310586391	3.796	0.0901387818865997	0.0893084542470644	4945	78	78	8.318	0.8628803096092	0.8628803096092	0.316	0.099	0.099	3.383	0.00728010988928052	0.00728010988928052	0.02326	0.000295355696745467	0.000293913146354497	4.5526687	PMS	K	NA	serenelli17	6.05086800609744	2.36363588163414	1.57735085945399	10.3736512335802	A
340	KIC10147635	1.467	0.0554707129934347	0.0468721665810319	2.688	0.0446542271235322	0.0414004830889689	6155	66	66	9.718	0.857439330910491	0.857439330910491	-0.035	0.1	0.1	3.746	0.00670820393249937	0.00670820393249937	0.07556	0.00149350844992588	0.001477372833783	3.7595137	MS	F	NA	serenelli17	3.48816903798454	1.60072005603611	1.07229894394801	8.82320776816722	A
341	KIC10162436	1.413	0.0735527021937332	0.114061386980871	2.011	0.0418688428309166	0.0458039299623951	6346	108	108	5.258	0.435907811991826	0.435907811991826	-0.059	0.1	0.1	3.979	0.0094339811320566	0.0139283882771841	0.1731	0.00193434697249485	0.00217475198815865	3.6343132	MS	F	NA	serenelli17	6.63885665869088	2.17983025343888	1.7018594390167	8.2903729933782	A
342	KIC10186764	1.305	0.0629682459657247	0.0698140387028282	1.709	0.0651920240520265	0.062393909959226	6488	74	74	3.867	0.346675421583137	0.346675421583137	-0.167	0.102	0.102	4.087	0.0231948270094864	0.0251793566240283	0.2597	0.0225543216257993	0.0221663331202975	3.5412322	MS	F	NA	serenelli17	5.08744385703268	3.73276576978503	1.14056720098644	8.96497081932083	A
343	KIC10202294	1.18	0.21	0.11	1.88	0.08	0.07	5803	66	66	4.243	0.36646582595668	0.36646582595668	0.36	0.1	0.1	3.961	0.026	0.015	0.1786	0.0062	0.0065	3.9902497	MS	G	NA	C14sdss	13.5593220338983	3.98936170212766	1.13734275374806	8.63695088278766	A
344	KIC10214328	1.23	0.085146931829632	0.0630317380372777	1.765	0.0539073278877742	0.051662365412358	6923	80	80	6.189	0.470228183233684	0.470228183233684	-0.584	0.102	0.102	4.033	0.0234093998214393	0.0206155281280883	0.2237	0.0147731362953166	0.0153182752292809	3.2560897	MS	F	NA	serenelli17	6.02352316532153	2.99064286969213	1.15556839520439	7.5978055135512	A
345	KIC10215584	1.068	0.060605280298007	0.0638200595424354	1.139	0.0290688837074973	0.0290688837074973	5995	57	57	1.78	0.157131504009564	0.157131504009564	-0.015	0.1	0.1	4.352	0.0170880074906351	0.0170880074906351	0.7201	0.0373758863975157	0.0288770217300884	3.8643937	MS	G	NA	serenelli17	5.82515635957127	2.55214079960468	0.950792326939116	8.82761258480697	A
346	KIC10264660	1.39	0.1	0.1	2.08	0.07	0.07	6378	75	75	NA	NA	NA	0.05	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.159079610823095	0.00994247567644344	0.00994247567644344	3.6133372	MS	F	p	huber13	7.19424460431655	3.36538461538462	1.17591721542803	100	A
347	KIC10272858	1.389	0.0762758153020995	0.0730068489937759	3.636	0.0708025423272357	0.0684105255059483	5208	68	68	9.418	0.909557214636216	0.909557214636216	0.11	0.0721110255092798	0.0721110255092798	3.459	0.00721110255092798	0.00806225774829855	0.02891	0.00051384165849024	0.000514734154685698	4.3802722	PMS	G	p	serenelli17	5.37374601497032	1.91437111981826	1.30568356374808	9.65764721423037	A
348	KIC10272923	1.205	0.101636607578175	0.0938616002420585	2.841	0.087091905479212	0.083240615086627	5078	74	74	4.783	0.461594140836099	0.461594140836099	0.061	0.102	0.102	3.611	0.0111803398874989	0.0111803398874989	0.05251	0.000901245282928016	0.000896944290354758	4.4654872	PMS	K	NA	serenelli17	8.11195883071509	2.99775643375289	1.45726664040961	9.65072424913442	A
349	KIC10273246	1.287	0.0509901951359278	0.0544518135602479	2.147	0.029	0.0320156211871642	6342	59	59	6.403	0.567072115737085	0.567072115737085	-0.262	0.1	0.1	3.883	0.00781024967590665	0.00781024967590665	0.13	0.00210143403417761	0.00211288168149568	3.6369352	MS	F	NA	serenelli17	4.09642613427256	1.4209506564314	0.930305897193314	8.85635039414471	A
350	KIC10290021	1.37	0.13	0.11	2.05	0.06	0.07	6215	56	56	6.234	0.534000492474451	0.534000492474451	0.06	0.15	0.1	3.955	0.014	0.015	0.1612	0.0045	0.0045	3.7201837	MS	F	NA	C14sdss	8.75912408759124	3.17073170731707	0.901045856798069	8.56593667748558	A
351	KIC10295224	1.475	0.0640702739185654	0.0640702739185654	2.613	0.0942549733435854	0.0885437744847146	6091	50	50	7.578	1.38268935046898	1.38268935046898	0.12	0.1	0.1	3.772	0.0200997512422418	0.0200997512422418	0.08244	0.00648695190362931	0.00630624341426812	3.8014657	PMS	F	NA	serenelli17	4.34374738430952	3.4978711792633	0.820883270398949	18.2460985810106	A
352	KIC10319352	1.077	0.0622012861603359	0.060605280298007	1.483	0.0288444102037119	0.0366742416417845	5659	63	63	2.162	0.19153491573826	0.19153491573826	0.197	0.099	0.099	4.128	0.017464249196573	0.0165529453572468	0.3303	0.0227037728142263	0.0156028523033451	4.0846417	MS	G	NA	serenelli17	5.7013262051227	2.20899028474364	1.11327089591801	8.85915428946622	A
353	KIC10322381	1.138	0.0687968022512675	0.0646374504447692	1.401	0.066098411478643	0.059464274989274	6464	63	63	2.627	0.213321387443824	0.213321387443824	-0.361	0.1	0.1	4.199	0.0280713376952364	0.0290688837074973	0.4109	0.0449059305660177	0.0438555013652791	3.5569642	MS	F	NA	serenelli17	5.86266488119669	4.48118081612837	0.974628712871287	8.12034211815091	A
354	KIC10324098	1.326	0.172754160586656	0.0738173421358423	2.11	0.0813941029804985	0.060802960454241	6370	68	68	6.862	0.611014165471671	0.611014165471671	-0.118	0.101	0.101	3.912	0.0167630546142402	0.0158113883008419	0.1408	0.00693546537731968	0.00673355515311191	3.6185812	MS	F	NA	serenelli17	9.29756797596146	3.36959865959099	1.06750392464678	8.90431602261252	A
355	KIC10351059	1.47	0.0729177618965366	0.0722495674727538	1.819	0.0457930125674212	0.0449444101084885	6530	58	58	5.568	0.459300526153019	0.459300526153019	0.16	0.1	0.1	4.085	0.0139283882771841	0.0148660687473185	0.244	0.0114702997345318	0.0114801862354232	3.5137012	MS	F	NA	serenelli17	4.93766426426158	2.49415675304865	0.888208269525268	8.24893186338038	A
356	KIC10355856	1.347	0.0558659108938537	0.0530754180388624	1.738	0.0270185121722126	0.0264007575648882	6558	56	56	5.057	0.435711596721004	0.435711596721004	-0.152	0.1	0.1	4.087	0.00721110255092798	0.00721110255092798	0.2561	0.00329900136404943	0.00322285618667666	3.4953472	MS	F	NA	serenelli17	4.0438503686977	1.5368029268441	0.853918877706618	8.61600942695282	A
357	KIC10385708	1.227	0.128160056179763	0.054561891462815	1.766	0.0488466989672793	0.0407062648740952	6036	55	55	3.7	0.318249775162472	0.318249775162472	0.121	0.1	0.1	4.033	0.0178885438199983	0.0152643375224737	0.2228	0.00944115120099239	0.00922782731741335	3.8375182	MS	F	NA	serenelli17	7.44588213702436	2.53547462744548	0.911199469847581	8.6013452746614	A
358	KIC10394814	1.128	0.077884529914483	0.0730821455623739	3.146	0.0866833317310774	0.084770277810091	5156	64	64	6.623	0.64517421606136	0.64517421606136	-0.199	0.101	0.101	3.494	0.00806225774829855	0.00806225774829855	0.03621	0.00072304114744598	0.000711023537514758	4.4143582	PMS	K	NA	serenelli17	6.69178526049898	2.72494611476746	1.24127230411171	9.74141953890019	A
359	KIC10398597	1.47	0.0779358710735949	0.112538882169675	2.015	0.0784474346298207	0.0717843994193725	6412	65	65	6.768	0.567435482894059	0.567435482894059	0.112	0.1	0.1	3.991	0.0241867732448957	0.0241867732448957	0.1769	0.0144302044337563	0.0147180331566415	3.5910502	MS	F	NA	serenelli17	6.47873310351258	3.72783707318097	1.01372426699938	8.38409401439213	A
360	KIC10417911	1.145	0.0550090901579003	0.0550090901579003	1.901	0.0569209978830308	0.0550272659687904	5545	63	63	3.83	0.347679616677837	0.347679616677837	0.137	0.1	0.1	3.938	0.0152970585407784	0.0152970585407784	0.1663	0.00969006713083041	0.00955734152366651	4.1593687	PMS	G	NA	serenelli17	4.80428735003496	2.94445722913785	1.13615870153291	9.0777967801002	A
361	KIC10454113	1.203	0.0384837628097877	0.0384837628097877	1.255	0.0134164078649987	0.0143178210632764	6197	45	45	2.627	0.230186565383304	0.230186565383304	-0.055	0.1	0.1	4.32	0.0053851648071345	0.0053851648071345	0.6076	0.00420545383995592	0.00386750526825756	3.7319827	MS	F	NA	serenelli17	3.19898277720596	1.10494935969223	0.726157818299177	8.762335949117	A
362	KIC10462940	1.239	0.05060632371552	0.0522015325445528	1.271	0.0174928556845359	0.0174928556845359	6265	48	48	2.189	0.183679028296869	0.183679028296869	0.112	0.099	0.099	4.322	0.00721110255092798	0.00721110255092798	0.6025	0.00642208346255325	0.00644596532724153	3.6874087	MS	F	NA	serenelli17	4.14882390072933	1.37630650547096	0.766161213088587	8.39100174951434	A
363	KIC10491771	1.299	0.0551543289325507	0.0537587202228624	1.511	0.043081318457076	0.0412310562561766	6601	48	48	3.72	0.300924684209658	0.300924684209658	-0.101	0.1	0.1	4.192	0.0189736659610103	0.0189736659610103	0.3723	0.0134728505150172	0.0452306721263348	3.4671607	MS	F	NA	serenelli17	4.19218818919989	2.78995283630882	0.727162551128617	8.08937323144242	A
364	KIC10514430	1.059	0.04	0.021	1.59	0.015	0.018	5784	98	98	2.634	0.151	0.124	-0.114	0.0721110255092798	0.0721110255092798	4.061	0.004	0.004	0.265606135927846	0.0028407073361267	0.0028407073361267	4.0027042	MS	G	p	silva15	2.88007554296506	1.0377358490566	1.69432918395574	5.2201974183751	A
365	KIC10516096	1.0586	0.0494	0.0608	1.3986	0.024	0.021	5964	77	77	2.217	0.189	0.146	-0.11	0.1	0.1	4.169	0.011	0.0099	0.385592642567999	0.00706554932178112	0.0066458348128684	3.8847142	MS	G	NA	silva17	5.2049877196297	1.60875160875161	1.29107981220657	7.5552548488949	A
366	KIC10518551	1.25	0.0523259018078045	0.0574891294072192	2.08	0.0366196668472011	0.0382753184180093	6242	60	60	7.12	0.615406327362857	0.615406327362857	-0.267	0.101	0.101	3.898	0.00894427190999916	0.0098488578017961	0.1388	0.0037746317701201	0.00367560457612078	3.7024852	MS	F	NA	serenelli17	4.39260124860095	1.8003602227214	0.961230374879846	8.64334729442215	A
367	KIC10585852	1.34	0.1	0.1	3.55	0.1	0.1	5048	75	75	7.513	0.830821983668614	0.830821983668614	0.125	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.0300617853845608	0.000582345003905973	0.000582345003905973	4.4851522	PMS	K	p	huber13	7.46268656716418	2.8169014084507	1.48573692551506	11.0584584542608	A
368	KIC10586004	1.178	0.021	0.03	1.653	0.009	0.012	5770	83	83	2.749	0.151	0.155	0.256	0.0721110255092798	0.0721110255092798	4.071	0.005	0.005	0.260634898089624	0.0028407073361267	0.00355088417015837	4.0118812	MS	G	p	silva15	2.16468590831919	0.635208711433757	1.43847487001733	5.5656602400873	A
369	KIC10593351	1.59	0.0604400529450463	0.0586003412959345	3.071	0.0535350352572967	0.0535350352572967	5927	81	81	11.41	0.97035638213164	0.97035638213164	0.151	0.1	0.1	3.665	0.0058309518948453	0.0058309518948453	0.05494	0.00128315063807801	0.00128497315147049	3.9089677	PMS	G	NA	serenelli17	3.74340862393021	1.74324439131542	1.36662729880209	8.50443805549203	A
370	KIC10593626	0.97	0.06	0.06	0.98	0.02	0.02	5642	50	50	0.6381	0.0573022765811835	0.0573022765811835	-0.202	0.0721110255092798	0.0721110255092798	NA	NA	NA	1.03543782401818	0.0213053050209502	0.0213053050209502	4.0957852	MS	G	p	huber13	6.18556701030928	2.04081632653061	0.886210563629919	8.98014050794288	A
371	KIC10610027	1.329	0.0626258732474047	0.0551543289325507	1.48	0.057567351858497	0.0528109837060436	6704	58	58	5.015	0.1028789500582	0.1028789500582	-0.041	0.1	0.1	4.222	0.0253179778023443	0.0263058928759318	0.4115	0.0413831059854139	0.0375354853571923	3.3996442	MS	F	NA	serenelli17	4.43115884800434	3.72899782312637	0.865155131264916	2.05142472698305	A
372	KIC10644253	1.159	0.0447772263544762	0.0456946386351835	1.118	0.0136014705087354	0.014560219778561	6069	50	50	1.537	0.130345556857047	0.130345556857047	0.096	0.1	0.1	4.405	0.00670820393249937	0.00670820393249937	0.8301	0.00567893880931992	0.00561984243551365	3.8158867	MS	F	NA	serenelli17	3.90301402026142	1.25946736526371	0.823858955346845	8.48051768751117	A
373	KIC10655953	1.262	0.0483321838943783	0.0501597448159378	1.267	0.0269258240356725	0.026	6594	61	61	2.301	0.193171468513318	0.193171468513318	-0.073	0.099	0.099	4.333	0.012369316876853	0.0133416640641263	0.6211	0.030470144469628	0.0204480317879252	3.4717492	MS	F	NA	serenelli17	3.90221587600301	2.08862762571715	0.925083409159842	8.39510945299078	A
374	KIC10666592	1.497	0.042	0.04	1.986	0.018	0.015	6350	80	80	5.754	0.304	0.322	0.203	0.0721110255092798	0.0721110255092798	4.017	0.007	0.009	0.19103756835452	0.0028407073361267	0.00355088417015837	3.6316912	MS	F	p	silva15	2.73881095524382	0.830815709969789	1.25984251968504	5.43969412582551	A
375	KIC10670371	1.501	0.0690289794216893	0.0873212459828649	3.017	0.0693397432934389	0.0796492310069595	5334	71	71	9.321	0.919298453752055	0.919298453752055	-0.119	0.1	0.1	3.652	0.00761577310586391	0.00761577310586391	0.05452	0.00153035108390199	0.00156250102079967	4.2976792	PMS	G	NA	serenelli17	5.20820204545484	2.46915767816371	1.33108361454818	9.862659089712	A
376	KIC10709834	1.39	0.04	0.03	1.76	0.03	0.02	6508	84	84	5.709	0.462955303593953	0.462955303593953	-0.08	0.09	0.09	4.092	0.01	0.01	0.2573	0.0083	0.0081	3.5281222	MS	F	NA	C14bruntt	2.51798561151079	1.42045454545455	1.29071911493546	8.10921884032147	A
377	KIC10712891	1.505	0.097948966303887	0.133794618725867	3.059	0.113088460949825	0.13186735759846	5358	109	109	NA	NA	NA	-0.049	0.099	0.099	3.641	0.0130384048104053	0.0130384048104053	0.05241	0.0031004476838031	0.00287463594912469	4.2819472	PMS	G	NA	serenelli17	7.69912242623766	4.0038545038948	2.03434117207913	100	A
378	KIC10717090	1.22	0.095	0.120880105890093	1.546	0.0585234995535981	0.0593632883186233	5817	74	74	2.651	0.221827032423064	0.221827032423064	0.238	0.1	0.1	4.141	0.0223606797749979	0.0241660919471891	0.3257	0.0444637450626912	0.013675961574968	3.9810727	MS	G	NA	serenelli17	8.84754532336445	3.81263867633316	1.2721334020973	8.36767379943659	A
379	KIC10727922	1.212	0.0658559033041078	0.0700071424927486	1.917	0.0756439025963098	0.0729177618965366	6319	66	66	4.764	0.413800752012321	0.413800752012321	-0.304	0.1	0.1	3.954	0.0233452350598575	0.0243310501211929	0.171	0.0153607220207906	0.0144576927965703	3.6520117	MS	F	NA	serenelli17	5.60491113023335	3.87484779584889	1.04446906156037	8.68599395491857	A
380	KIC10730618	1.368	0.0567274184147313	0.0552268050859363	1.777	0.0240831891575846	0.0240831891575846	6422	54	54	4.894	0.397201754280749	0.397201754280749	-0.006	0.1	0.1	4.074	0.00721110255092798	0.00721110255092798	0.2436	0.00230260222357228	0.00220299001359516	3.5844952	MS	F	NA	serenelli17	4.09189413379633	1.3552723217549	0.840859545312987	8.11609632776357	A
381	KIC10731424	1.437	0.0823286098510111	0.0763806258157132	2.55	0.0974935895328508	0.0878179936004006	6432	65	65	10.5	0.942460199831208	0.942460199831208	-0.129	0.101	0.101	3.782	0.0182482875908947	0.0192353840616713	0.08646	0.006158342715374	0.00600878989481243	3.5779402	MS	F	NA	serenelli17	5.5222420204149	3.63356045359317	1.01057213930348	8.97581142696389	A
382	KIC10732098	1.121	0.0559464029227975	0.0603738353924943	1.778	0.0518941229813165	0.0509901951359278	5796	67	67	3.341	0.281171050181982	0.281171050181982	-0.01	0.1	0.1	3.987	0.014560219778561	0.01552417469626	0.199	0.0108820487041733	0.0107871675615057	3.9948382	MS	G	NA	serenelli17	5.18823542887118	2.8932597895738	1.1559696342305	8.41577522244784	A
383	KIC10794845	1.142	0.054644304369257	0.0554707129934347	1.143	0.0480520551069359	0.0441474801092882	6398	55	55	1.717	0.140750470612926	0.140750470612926	-0.195	0.1	0.1	4.378	0.0294278779391243	0.0323882694814033	0.7723	0.0511312213818524	0.0503896705684806	3.6002272	MS	F	NA	serenelli17	4.82114787052065	4.03322551252074	0.859643638637074	8.19746479982096	A
384	KIC10858780	0.92	0.14	0.11	1.43	0.1	0.08	5672	60	60	2.386	0.210801878607723	0.210801878607723	-0.16	0.15	0.1	4.086	0.023	0.023	0.3093	0.026	0.0256	4.0761202	MS	G	NA	C14sdss	13.5869565217391	6.29370629370629	1.05782792665726	8.83494881004706	A
385	KIC10864656	1.35	0.1	0.1	4.16	0.12	0.12	4995	78	78	8.662	0.961667430549011	0.961667430549011	0.075	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.0188196861018394	0.00034798664867552	0.00034798664867552	4.5198937	PMS	K	p	huber13	7.40740740740741	2.88461538461538	1.56156156156156	11.1021407359618	A
386	KIC10873176	1.109	0.0540832691319598	0.0508035431835221	2.021	0.0393573373083089	0.0384707681233427	6517	89	89	6.273	0.535099039682648	0.535099039682648	-0.837	0.104	0.104	3.871	0.0125299640861417	0.0125299640861417	0.1342	0.00480133575164245	0.00462364801861041	3.5222227	MS	F	NA	serenelli17	4.72889144794779	1.92548504284145	1.36565904557312	8.53019352275862	A
387	KIC10875245	1.14	0.07	0.07	1.41	0.05	0.05	5851	75	75	2.188	0.197082748492068	0.197082748492068	0.323	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.412612740572403	0.034798664867552	0.034798664867552	3.9587857	MS	G	p	huber13	6.14035087719298	3.54609929078014	1.2818321654418	9.00743823089888	A
388	KIC10909629	1.302	0.116284134773408	0.105342299196477	2.112	0.0651920240520265	0.0581893461039046	6501	61	61	7.422	0.607339207044955	0.607339207044955	-0.297	0.101	0.101	3.903	0.0134536240470737	0.0116619037896906	0.1378	0.00183656009975171	0.001801517415958	3.5327107	MS	F	NA	serenelli17	8.51099976842873	2.9209604677067	0.938317181972004	8.1829588661406	A
389	KIC10923629	1.688	0.0787718223732319	0.213459598050779	2.578	0.0431856457633784	0.0992975326984513	6195	87	87	9.692	0.806334524261021	0.806334524261021	0.157	0.1	0.1	3.84	0.00989949493661167	0.0211896201004171	0.09807	0.00167651573210632	0.00167574699761032	3.7332937	MS	F	NA	serenelli17	8.65614396990553	2.76344411291369	1.4043583535109	8.3195885705842	A
390	KIC10937782	1.36	0.33	0.15	4.07	0.45	0.21	5199	68	68	9.793	0.933244397420951	0.933244397420951	-0.3	0.15	0.1	3.355	0.009	0.009	0.0202	0.0011	0.0017	4.3861717	PMS	K	NA	C14sdss	17.6470588235294	8.10810810810811	1.30794383535295	9.52970894946341	A
391	KIC10959362	1.406	0.0908019823572151	0.09037698822156	2.307	0.0782368199762746	0.0734098086089318	5806	94	94	6.758	0.610995345083011	0.610995345083011	0.419	0.102	0.102	3.859	0.0183847763108502	0.0183847763108502	0.1142	0.00711229470705482	0.00695918278248244	3.9882832	PMS	G	NA	serenelli17	6.44306438758091	3.28666295156494	1.61901481226318	9.04106755079922	A
392	KIC10963065	1.131	0.044407206622349	0.044407206622349	1.242	0.0170293863659264	0.0178044938147649	6316	45	45	1.87	0.154763396060113	0.154763396060113	-0.146	0.0721110255092798	0.0721110255092798	4.303	0.00640312423743285	0.00721110255092798	0.5889	0.00473380016477248	0.00434231194181164	3.6539782	MS	F	p	serenelli17	3.92636663327578	1.40233011999562	0.71247625079164	8.27611743636969	A
393	KIC10971974	1.057	0.0595399025864168	0.0586685605754905	1.19	0.0338378486313773	0.0328937684067971	6030	58	58	1.647	0.136094550586722	0.136094550586722	-0.077	0.102	0.102	4.311	0.0186815416922694	0.0186815416922694	0.6314	0.0379219561863573	0.0378822961421295	3.8414512	MS	F	NA	serenelli17	5.59169645988209	2.80384945538548	0.961857379767828	8.26317854199892	A
394	KIC10972252	1.338	0.0650691939399898	0.0637024332345319	2.285	0.0536003731330296	0.0520096144957834	6237	60	60	8.655	0.740800397459084	0.740800397459084	-0.136	0.101	0.101	3.845	0.0125299640861417	0.0125299640861417	0.1118	0.00422649263574421	0.00424203818936134	3.7057627	MS	F	NA	serenelli17	4.81209369112562	2.31094064833289	0.962000962000962	8.55921891922686	A
395	KIC10972873	1.177	0.0487647413609464	0.0550363516232681	1.861	0.0340587727318528	0.0374833296279826	5928	64	64	3.488	0.305307643040754	0.305307643040754	-0.057	0.101	0.101	3.968	0.00781024967590665	0.00860232526704263	0.1827	0.00355407665083352	0.00358983244734347	3.9083122	MS	G	NA	serenelli17	4.40956214886213	1.92214138527231	1.07962213225371	8.75308609635188	A
396	KIC10976896	1.102	0.0596154342431555	0.0577754273026172	2.167	0.0570087712549569	0.0560802995712398	5628	58	58	NA	NA	NA	-0.313	0.102	0.102	3.807	0.0117046999107196	0.0117046999107196	0.108	0.00454808904926014	0.00445827197465565	4.1049622	PMS	G	NA	serenelli17	5.32626413547063	2.60934635039679	1.03056147832267	100	A
397	KIC10990438	1.63	0.22	0.28	4.13	0.23	0.31	5226	75	75	11.46	1.11774022590193	1.11774022590193	0	0.1	0.2	3.415	0.014	0.015	0.0231	0.0012	0.0011	4.3684732	PMS	G	NA	C14sdss	15.3374233128834	6.53753026634383	1.43513203214696	9.7534051125823	A
398	KIC11021413	1.116	0.0657875368135941	0.0610982814815605	2.085	0.0597745765355138	0.0569209978830308	5452	72	72	3.452	0.319786061614578	0.319786061614578	-0.078	0.1	0.1	3.846	0.0101980390271856	0.0101980390271856	0.1229	0.00494956260693811	0.00491404283660613	4.2203302	PMS	G	NA	serenelli17	5.68484848992628	2.79845502202745	1.32061628760088	9.2637908926587	A
